6s33d3D2      50323.159280 0.000010 50323.159324   -1.34 2.748506
6s34d1D2      50330.976713 0.000010 50330.976718   -0.16 2.711416
6s34d3D2      50330.710371 0.000010 50330.710422   -1.53 2.748515
6s35d1D2      50337.811520 0.000010 50337.811506    0.42 2.711559
6s35d3D2      50337.570183 0.000010 50337.570088    2.84 2.748523
6s36d1D2      50344.039856 0.000010 50344.039852    0.12 2.711679
6s36d3D2      50343.820307 0.000010 50343.820231    2.27 2.748530
6s37d1D2      50349.731398 0.000010 50349.731403   -0.14 2.711782
6s37d3D2      50349.530858 0.000010 50349.530980   -3.67 2.748536
6s38d1D2      50354.946093 0.000010 50354.946095   -0.07 2.711872
6s38d3D2      50354.762544 0.000010 50354.762662   -3.54 2.748541
6s39d1D2      50359.735749 0.000010 50359.735736    0.40 2.711950
6s39d3D2      50359.567535 0.000010 50359.567399    4.06 2.748545
6s40d1D2      50364.145263 0.000010 50364.145285   -0.65 2.712019
6s40d3D2      50363.990461 0.000010 50363.990415    1.39 2.748550
6s41d1D2      50368.213919 0.000010 50368.213914    0.15 2.712081
6s41d3D2      50368.071084 0.000010 50368.071098   -0.42 2.748553
6s42d1D2      50371.975864 0.000010 50371.975878   -0.42 2.712137
6s42d3D2      50371.843894 0.000010 50371.843886    0.24 2.748556
6s43d1D2      50375.461220 0.000010 50375.461235   -0.45 2.712187
6s43d3D2      50375.338979 0.000010 50375.338992   -0.41 2.748559
6s44d1D2      50378.696447 0.000010 50378.696450   -0.08 2.712233
6s44d3D2      50378.583090 0.000010 50378.583014    2.29 2.748562
6s45d1D2      50381.704915 0.000010 50381.704897    0.54 2.712274
6s45d3D2      50381.599376 0.000010 50381.599436   -1.81 2.748565
6s46d1D2      50384.507300 0.000010 50384.507283    0.51 2.712312
6s46d3D2      50384.409120 0.000010 50384.409063    1.69 2.748567
6s47d1D2      50387.122020 0.000010 50387.122005    0.45 2.712347
6s47d3D2      50387.030400 0.000010 50387.030375    0.74 2.748569
6s48d1D2      50389.565438 0.000010 50389.565451   -0.40 2.712380
6s48d3D2      50389.479828 0.000010 50389.479832   -0.12 2.748571
6s49d1D2      50391.852203 0.000010 50391.852260   -1.70 2.712409
6s49d3D2      50391.772081 0.000010 50391.772135   -1.61 2.748573
6s50d1D2      50393.995485 0.000010 50393.995538   -1.58 2.712437
6s50d3D2      50393.920367 0.000010 50393.920445   -2.33 2.748575
6s51d1D2      50396.006944 0.000010 50396.007050   -3.17 2.712463
6s51d3D2      50395.936562 0.000010 50395.936575   -0.38 2.748576
6s52d1D2      50397.897318 0.000010 50397.897379   -1.83 2.712486
6s52d3D2      50397.831139 0.000010 50397.831150   -0.32 2.748578
6s53d1D2      50399.676015 0.000010 50399.676067   -1.57 2.712509
6s53d3D2      50399.613772 0.000010 50399.613748    0.70 2.748579
6s54d1D2      50401.351708 0.000010 50401.351736   -0.84 2.712529
6s54d3D2      50401.292934 0.000010 50401.293024   -2.72 2.748580
6s55d1D2      50402.932001 0.000010 50402.932189   -5.64 2.712549
6s55d3D2      50402.876696 0.000010 50402.876811   -3.46 2.748581
6s56d1D2      50404.424367 0.000010 50404.424506   -4.17 2.712567
6s56d3D2      50404.372197 0.000010 50404.372214   -0.51 2.748583
6s57d1D2      50405.835009 0.000010 50405.835120   -3.34 2.712584
6s57d3D2      50405.785642 0.000010 50405.785688   -1.38 2.748584
6s58d1D2      50407.169799 0.000010 50407.169889   -2.71 2.712600
6s58d3D2      50407.123100 0.000010 50407.123111   -0.35 2.748585
6s59d1D2      50408.434007 0.000010 50408.434154   -4.40 2.712616
6s59d3D2      50408.389843 0.000010 50408.389843   -0.01 2.748585
6s60d1D2      50409.632637 0.000010 50409.632793   -4.69 2.712630
6s60d3D2      50409.590674 0.000010 50409.590779   -3.17 2.748586
6s61d1D2      50410.770157 0.000010 50410.770273   -3.47 2.712643
6s61d3D2      50410.730329 0.000010 50410.730399   -2.10 2.748587
6s62d1D2      50411.850638 0.000010 50411.850683   -1.34 2.712656
6s62d3D2      50411.812745 0.000010 50411.812806   -1.83 2.748588
6s63d1D2      50412.877748 0.000010 50412.877778   -0.91 2.712668
6s63d3D2      50412.841590 0.000010 50412.841767   -5.31 2.748589
6s64d1D2      50413.854958 0.000010 50413.855010   -1.56 2.712680
6s64d3D2      50413.820734 0.000010 50413.820744   -0.30 2.748589
6s65d1D2      50414.785468 0.000010 50414.785554   -2.60 2.712690
6s65d3D2      50414.752979 0.000010 50414.752922    1.70 2.748590
6s66d1D2      50415.672415 0.000010 50415.672339    2.28 2.712701
6s66d3D2      50415.641260 0.000010 50415.641238    0.66 2.748591
6s67d1D2      50416.518067 0.000010 50416.518065    0.07 2.712711
6s67d3D2      50416.488379 0.000010 50416.488400   -0.64 2.748591
6s68d1D2      50417.325292 0.000010 50417.325228    1.92 2.712720
6s68d3D2      50417.296939 0.000010 50417.296913    0.77 2.748592
6s69d1D2      50418.096092 0.000010 50418.096137   -1.37 2.712729
6s69d3D2      50418.069206 0.000010 50418.069092    3.42 2.748592
6s70d1D2      50418.833001 0.000010 50418.832933    2.04 2.712737
6s70d3D2      50418.807117 0.000010 50418.807081    1.07 2.748593
6s71d1D2      50419.537689 0.000010 50419.537598    2.74 2.712745
6s71d3D2      50419.512872 0.000010 50419.512870    0.04 2.748593
6s72d1D2      50420.212022 0.000010 50420.211973    1.47 2.712753
6s72d3D2      50420.188339 0.000010 50420.188306    0.98 2.748594
6s73d1D2      50420.857736 0.000010 50420.857770   -1.03 2.712760
6s73d3D2      50420.835120 0.000010 50420.835104    0.48 2.748594
6s74d1D2      50421.476497 0.000010 50421.476582   -2.54 2.712767
6s74d3D2      50421.455115 0.000010 50421.454860    7.64 2.748595
6s75d1D2      50422.069907 0.000010 50422.069890    0.50 2.712774
6s75d3D2      50422.049160 0.000010 50422.049062    2.95 2.748595
6s76d1D2      50422.639235 0.000010 50422.639078    4.70 2.712781
6s76d3D2      50422.619154 0.000010 50422.619094    1.79 2.748596
6s77d1D2      50423.185412 0.000010 50423.185435   -0.71 2.712787
6s77d3D2      50423.166266 0.000010 50423.166251    0.45 2.748596
6s78d1D2      50423.710176 0.000010 50423.710167    0.27 2.712793
6s78d3D2      50423.691829 0.000010 50423.691740    2.67 2.748596
6s79d1D2      50424.214458 0.000010 50424.214399    1.76 2.712798
6s79d3D2      50424.196846 0.000010 50424.196690    4.67 2.748597
6s80d1D2      50424.699260 0.000010 50424.699186    2.21 2.712804
6s80d3D2      50424.682115 0.000010 50424.682158   -1.30 2.748597
